cad0,cad1,cad2,cad3,cad4,cad5,cad6,cad7,cad8,cad9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,y
0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,75
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,6
1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,-44
0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,63
0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,99
1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,31
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,45
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,139
1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,169
0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,-1
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,-162
1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,54
0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,-87
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,-18
0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,204
0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,-117
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,-114
1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,19
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,134
0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,-84
1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,152
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,-55
1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,-35
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,-178
1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,-44
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,72
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,-45
1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,-98
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,21
1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,55
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-112
0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,-8
0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,-11
1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,15
0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,-14
0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,-92
0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,149
0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,-167
0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,-33
0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,50
1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,226
0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,85
0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,15
0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,2
0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,-44
0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,-45
0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,-159
1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,66
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,65
0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,-97
1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-102
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-148
1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,54
0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,-88
1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,85
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,-173
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,-210
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-3
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,-35
1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,-105
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,-138
1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-14
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-39
1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,112
0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,16
0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,259
0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,-101
0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,-139
0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,85
0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,-97
1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,-45
0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,218
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,242
0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,11
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,120
0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,-28
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,-21
1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,-28
1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,-47
0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,-83
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,249
0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,-69
0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,116
0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,95
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,21
1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,53
1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,-55
0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,131
0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,13
1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,71
1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,-11
1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,-30
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,-56
1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,-58
1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,-4
0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,187
0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,135
0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,110
1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,-50
1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,-10
1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,-86
0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,51
1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,66
1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,-90
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,82
1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,-46
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-100
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-34
0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,29
1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,-10
1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,89
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,74
0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,-84
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,-155
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,101
0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,194
0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,114
0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,59
0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,-28
1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,-29
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,-112
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,44
0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,49
0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,-12
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,64
1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,-26
1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,-134
1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,-54
1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,-6
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,198
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,105
1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,26
0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,-14
0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,90
1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,-13
0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-53
0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,20
0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,54
0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,-74
0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,242
0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,-57
1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,9
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,63
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,-70
0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-82
0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,68
0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,15
1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,-26
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,-133
1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,54
0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,-98
0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,118
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,-31
0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,31
0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,-109
1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,130
0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,61
0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,-84
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,-6
0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,7
1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,128
0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,195
1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,157
0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-148
1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,-132
1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,15
1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,-88
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,-53
1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,-204
0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,59
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,225
1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,-78
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,-35
1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,157
1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,145
0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,14
0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,44
1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,-116
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,-109
1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,30
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,-60
0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,97
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,102
1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,-98
1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,-139
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,191
0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,-67
0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,-35
1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,25
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-27
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,34
1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,-71
1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,-197
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-118
1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,99
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,104
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,-24
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,158
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,-66
0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,5
0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,66
1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,136
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,173
0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,17
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,118
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,-36
0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-204
1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,44
0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,32
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,-94
1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,-92
1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,-85
0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,-39
1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,-20
1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,66
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,157
1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-77
0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,-214
0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,67
1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,-34
1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,-131
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,-80
0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,-51
1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,112
0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,-20
1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,-365
0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,94
0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,-37
0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,-38
0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,53
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,121
0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,90
1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,-169
1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,37
0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,-120
1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,-70
1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0
0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,214
0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,-15
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,94
0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,81
1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,3
1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,-33
0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,151
0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,35
1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,-74
0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,-60
1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,-52
1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,209
0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,18
0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,-31
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,5
0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,114
1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,34
1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,94
1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,-72
0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,-31
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,4
1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,38
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,121
0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,-89
1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,23
1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,153
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,-192
0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,-150
0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,-5
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,-49
0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,124
1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,-64
0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,96
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,98
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,-72
0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,34
1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,196
1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,-99
0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,-13
1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,-121
1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,-51
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,-44
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,-24
1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,68
1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,71
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,-265
1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-15
0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,-34
1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,-92
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,37
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,43
1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,21
0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,-35
0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,66
1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,30
0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,15
0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-13
0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,-27
0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,-13
0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-164
1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,-18
1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,-168
1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,-56
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,-81
1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,157
0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,73
1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,6
1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,-69
0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,-57
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,-9
0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,76
0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,-67
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,78
1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,-52
1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,-71
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-86
0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,65
0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,-5
0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,119
0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,-171
0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,42
0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,-69
0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,104
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,45
0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,91
